asunto,categoria
"Previsión de ayudas o financiación para la activación de proyectos de nuevas tecnologías, como el smart island, dirigida a la sra. consejera de economía, conocimiento y empleo.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Implementación del archivo judicial, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"El desarrollo pleno del expediente judicial electrónico, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"El expediente para el concurso de ideas de la nueva sede judicial de los llanos de aridane, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"Protocolo de control o de seguimiento de las medidas judiciales sobre menores escolarizados en enseñanzas no universitarias y coordinación entre la fiscalía de menores y los juzgados especializados, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",DERECHO
"Número de alumnos matriculados en el curso 2019-2020 con medidas judiciales en las enseñanzas no universitarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",DERECHO
"Medidas para que el retorno a la actividad judicial garantice la mayor seguridad personal de los usuarios y operadores de justicia, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"Conclusión de la reunión mantenida con el ministro de justicia para la reanudación de la actividad judicial, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"Medidas para regular la mediación como vía de resolución de conflictos alternativa a la judicial para aligerar la saturación del sistema judicial, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"Los criterios para la elección de la sede del juzgado de lo social nº 9 del partido judicial de santa cruz de tenerife en contra de la opinión de los operadores jurídicos, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"Previsión de evaluación del proyecto piloto en el partido judicial de telde para la remisión telemática de los atestados policiales a los juzgados, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",DERECHO
"La afectación de los nuevos aranceles anunciados por el departamento de comercio de estados unidos a productos de nuestro archipiélago, dirigida a la sra. consejera de agricultura, ganadería y pesca",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"La posible entrada de la compañía cepsa en el mercado de la comercialización de electricidad en los hogares de las islas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"Inversión para la potenciación del comercio en los mercados y mercadillos en 2019, dirigida a la sra. consejera de turismo, industria y comercio.",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"Campañas realizadas en el mercado americano, dirigida a la sra. consejera de turismo, industria y comercio.",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"Programa de ayuda a las empresas canarias para vender sus productos internacionalmente a través del mercado digital, dirigida a la sra. consejera de economía, conocimiento y empleo.",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"Producto agroalimentario canario de calidad diferenciada en el acuerdo entre ue y china que garantiza a los productos con denominación de origen protección en el mercado chino, dirigida a la sra. consejera de agricultura, ganadería y pesca.",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"Defensa de un mercado de alquiler flexible y jurídicamente seguro, dirigida a la sra. consejera de economía, conocimiento y empleo.",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
