ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PE-4803","10","Número de licencias de pesca y marisqueo recreativo, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-04-26","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4371","10","Acciones para disminuir la brecha científica y tecnológica en el mundo rural, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4372","10","Las conclusiones del ii encuentro de gestión de parques arqueológicos de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4586","10","La modificación del decreto 111/2004, de 29 de julio, por el que se aprueba el reglamento sobre procedimiento de declaración y régimen jurídico de los bienes de interés cultural, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-02","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4804","10","Funcionamiento de las nuevas instalaciones de la unidad de salud mental en fuerteventura, dirigida al sr. consejero de sanidad.","2022-04-27","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4805","10","El desarrollo de un historial clínico único de cada paciente donde todos los profesionales puedan tener acceso, dirigida al sr. consejero de sanidad.","2022-04-27","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4806","10","Incremento de las inspecciones de trabajo demandadas por el colectivo de las kellys, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-04-27","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4807","10","Actualización del estudio de las patologías, dirigida al sr. consejero de sanidad.","2022-04-27","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4808","10","Realización de pruebas de detección vih en todas las islas, dirigida al sr. consejero de sanidad.","2022-04-27","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4809","10","Estado de los procesos de estabilización del personal adscrito a los consorcios del sector público de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","2022-04-27","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4810","10","Estado de los procesos de estabilización del personal adscrito a las sociedades mercantiles públicas de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","2022-04-27","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4811","10","Estado de los procesos de estabilización del personal adscrito a las fundaciones del sector público de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","2022-04-27","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4812","10","Estado de los procesos de estabilización del personal adscrito a las entidades públicas empresariales de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","2022-04-27","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4373","10","El coste de la campaña de navidad para promocionar el producto ecológico y local realizado por el instituto canario y de calidad agroalimentaria, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4374","10","Cálculo del coste perdido en frutas y hortalizas en la palma a consecuencia de la erupción del volcán de cumbre vieja, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4375","10","Acuerdos de la reunión entre la consejería de economía, conocimiento y empleo y la inspección de trabajo y seguridad social, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4377","10","Soluciones al problema ocurrido en el cementerio de las manchas a causa de la erupción del volcán en la palma, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4379","10","El rendimiento de la app móvil identifica gobcan, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4381","10","Visitas que ha recibido la nueva web de justicia, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4384","10","Actuaciones que van a impulsar el gobierno y el ayuntamiento de las palmas de gran canaria para actuaciones en vivienda y carretera, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4538","10","El estado de ejecución del presupuesto (inversiones) de 2021 en infraestructuras educativas en lanzarote, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-02-10","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4597","10","Presupuesto para ayudas al desplazamiento para estudiantes fuera de su isla durante 2022, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4587","10","Plan para reducir las listas de espera durante 2022, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4588","10","Plan previsto para dotar de más oncólogos al servicio canario de la salud, dirigida al sr. consejero de sanidad.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4589","10","Número de llamadas recibidas en el teléfono de asistencia al coronavirus durante 2021, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4590","10","Número de usuarios atendidos desde la creación de la consulta de atención afectivo-sexual para jóvenes y adolescentes de lanzarote, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4591","10","Conclusiones de la feria navartur 2022, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4592","10","Número de visitas que recibió el stand de canarias en la feria navartur 2022, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4593","10","Celebración de encuentros con agencias, empresas o profesionales en la feria navartur 2022, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4594","10","Coste de la campaña de instagram destinada a los jóvenes de reino unido entre 13 y 17 años, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4595","10","El alcance de la campaña de instagram destinada a los jóvenes de reino unido entre 13 y 17 años, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4596","10","Usuarios que se han acogido al bono bonito que impulsa el consumo en la palma, dirigida a la sra. consejera de turismo, industria y comercio.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4598","10","Número de mascarillas destinadas al alumnado más vulnerable durante 2021, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4599","10","Llamadas recibidas en el teléfono acentejo te escucha desde su creación, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4600","10","Ejemplares del almanaque infantil bicácaro que se han repartido en los centros de educación infantil, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4601","10","Razón del traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4602","10","El traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4603","10","Previsión de traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4604","10","Lista de espera de la especialidad de oncología en las distintas islas, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4605","10","Motivo por el que solo se trasladan oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín y no desde otras islas, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4606","10","Mantenimiento de desdoblamiento de consultas de oncología en la isla de fuerteventura, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4607","10","Afectación a las consultas de oncología en fuerteventura y a la sobrecarga de trabajo por el traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4623","10","Previsión de convocatoria para 2022 de las subvenciones para la mejora de la eficiencia energética y el uso de energías renovables en empresas y edificios residenciales, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-03-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4624","10","Previsión de convocatoria para 2022 de las subvenciones de autoconsumo de energías renovables en el sector residencial,  dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-03-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4625","10","Previsión de convocatoria para 2022 de las subvenciones para la mejora de la eficiencia energética y el uso de energías renovables en infraestructuras públicas, incluidos los edificios públicos,  dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-03-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4626","10","Trabajo de los programas de nuevas masculinidades en la juventud, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4576","10","El convenio para combatir la despoblación en el medio rural, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-02-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4577","10","Municipios que se verán beneficiados por el convenio para combatir la despoblación del medio rural, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-02-28","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4952","10","Obras a incluir en el protocolo general con el gobierno de españa por el que se definen las actuaciones a seguir para el cumplimiento de la directiva 2000/60/ce, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-06-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4835","10","Órganos que van a gestionar los fondos del mecanismo de recuperación y resiliencia, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4836","10","Cobertura de los puestos de trabajo que queden vacantes tras el concurso de traslados, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4837","10","Evitación de la parálisis de la administración general durante el tiempo en que los funcionarios toman posesión y se adaptan a los nuevos puestos de trabajo, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4838","10","Algún plan para mantener a flote la actividad ganadera, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4839","10","La titularidad del solar sobre el que se asienta el antiguo colegio de villaverde, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4840","10","La calificación territorial y urbanística del solar sobre el que se asienta el antiguo colegio de villaverde, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4841","10","Planes para el solar sobre el que se asienta el antiguo colegio de villaverde, en fuerteventura, y para esas instalaciones, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4842","10","Reuniones mantenidas con el ayuntamiento de la oliva para tratar el futuro del antiguo colegio de villaverde, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4843","10","Dotación al municipio de la oliva de un centro de formación profesional, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4844","10","Las instalaciones de la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4845","10","Pertenencia de las instalaciones de la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4846","10","Planificación para la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4847","10","Previsiones de construcción de un edificio propio para la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-13","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4822","10","La obra del consultorio local de el castillo, en antigua, dirigida al sr. consejero de sanidad.","2022-05-02","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4823","10","La razón del rechazo del solar aportado por el ayuntamiento de antigua para la construcción del nuevo centro de salud de la localidad de el castillo, dirigida al sr. consejero de sanidad.","2022-05-02","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4824","10","Previsiones para construir el consultorio local en antigua, dirigida al sr. consejero de sanidad.","2022-05-02","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4889","10","La declaración por parte del consejo insular de aguas de el hierro de la emergencia hídrica en la isla, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-05-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4890","10","Subvención realizada para cada cabildo dirigida a la atención de los menores extranjeros no acompañados con cargo a la subvención de 10 millones de euros de los fondos estatales, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-05-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4891","10","Cesión del ayuntamiento de san bartolomé de tirajana del suelo finalista para la reposición de viviendas de el matorral, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4892","10","Previsión de reposición de las viviendas de el matorral, en san bartolomé de tirajana, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4893","10","Previsión de recuperación de la actividad normalizada en todos los centros de mayores de las palmas de gran canaria, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-05-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4894","10","La solicitud de cambio de uso del actual refugio pesquero de san cristóbal, en las palmas de gran canaria, a puerto deportivo y de pesca, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4895","10","Actuaciones realizadas en el periodo 2021-2022 en el muelle de san cristóbal en las palmas de gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4896","10","Actuaciones realizadas en el periodo 2021-2022 en el muelle del castillo del romeral, en gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4830","10","Protocolo que se aplica a un joven inmigrante no acompañado desde que ingresa en el centro de acogida hasta que se determina su edad real, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-05-05","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4897","10","Actuaciones incluidas en el anexo i del convenio de carreteras 2018-2027 que serán priorizadas y financiadas para el hierro, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4898","10","Actuaciones incluidas en el anexo i del convenio de carreteras 2018-2027 que serán priorizadas y financiadas para fuerteventura, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4899","10","Actuaciones incluidas en el anexo i del convenio de carreteras 2018-2027 que serán priorizadas y financiadas para gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4900","10","Actuaciones incluidas en el anexo i del convenio de carreteras 2018-2027 que serán priorizadas y financiadas para la gomera, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4901","10","Actuaciones incluidas en el anexo i del convenio de carreteras 2018-2027 que serán priorizadas y financiadas para la palma, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4902","10","Actuaciones incluidas en el anexo i del convenio de carreteras 2018-2027 que serán priorizadas y financiadas para lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4903","10","Actuaciones incluidas en el anexo i del convenio de carreteras 2018-2027 que serán priorizadas y financiadas para tenerife, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4904","10","Plazo previsto para el comienzo de las obras del anillo insular de tenerife entre los municipios de icod de los vinos y san juan de la rambla, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-26","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4905","10","Acciones concretas para fomentar, promocionar o incentivar entre las compañías aéreas el uso de la quinta libertad aérea y el territorio de canarias en 2021 y 2022, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-05-31","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4921","10","Cantidad para pagar a los comisionistas, de los 4 millones de euros abonados por el contrato de mascarillas, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4922","10","Número de contratos de emergencia realizados por el servicio canario de la salud que se abonaron sin recibir el material contratado durante 2020 y 2021, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4923","10","Realización de algún análisis de aguas afectadas por vertido ilegal al mar de aguas residuales a través del emisario submarino de el teatro, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4924","10","Solicitud del ayuntamiento de las palmas de gran canaria o de cualquier departamento del gobierno de canarias de realización de algún análisis de aguas afectadas por vertido ilegal al mar de aguas residuales a través del emisario de el teatro, dirigida al sr. consejero de sanidad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4925","10","Motivos trasladados por el ministerio por los que no se ha instalado el radar en la zona norte de lanzarote para la detección y localización de pateras, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4926","10","Motivos por los que no se han iniciado las obras de la construcción de un falso túnel en la zona de la playa de la madera, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4927","10","Alegaciones remitidas a la subdirección general de caladero nacional y aguas de la unión europea incluidas a propuesta del sector recreativo en relación al real decreto de pesca recreativa en aguas exteriores, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4928","10","Aportaciones realizadas al proyecto de ley de pesca sostenible e investigación pesquera, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4929","10","Actuaciones para definir tallas mínimas en especies pesqueras de gran interés comercial para cumplir con la legislación europea y estatal y garantizar la sostenibilidad del sector pesquero a largo plazo, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4930","10","Medidas para adaptar las tallas mínimas de especies de interés pesquero cuya madurez sexual está aún por debajo de la talla mínima, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4931","10","Medios en los que se publicita o informa a los pescadores recreativos del procedimiento a seguir para realizar el análisis de la ciguatera, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4932","10","Comunicación a los pescadores recreativos de la forma de proceder para el tratamiento de pescado contaminado o afectado por ciguatoxinas, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4933","10","Consulta por los pescadores recreativos del protocolo para el tratamiento/destrucción del material contaminado por ciguatoxinas, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4934","10","Motivos de la denegación de la ayuda económica transitoria para pensionistas canarios-venezolanos retornados prácticamente al 100% en la provincia de las palmas durante 2018, 2019 y 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4935","10","Criterio del mantenimiento de la misma estructura de formación básica inicial de tramo ii a pesar del incremento del número de alumnos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-06-01","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4866","10","Convocatoria de una mesa de negociación con los representantes del profesorado de religión al objeto de definir la transferencia de este profesorado, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4867","10","Previsión de retirada de amianto del ceip alcalde diego trujillo rodríguez, en gáldar, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4868","10","La dotación económica prevista para la retirada de amianto del ceip alcalde diego trujillo rodríguez, en gáldar, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4869","10","Previsión de algún cambio en el modelo de gestión para el instituto canario de hemodonación y hemoterapia, sentido, planificación temporal, figura jurídica y repercusiones para sus trabajadores, dirigida al sr. consejero de sanidad.","2022-05-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4870","10","Motivo por el que no se ha ejecutado ninguna obra de regadío en 2021 en fuerteventura, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4871","10","La actualización del catálogo general de playas y otras zbm de canarias, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4872","10","El desarrollo de la parte pública del aplicativo de playas para hacerlo accesible a la ciudadanía, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4873","10","El desarrollo del visor de playas para hacerlo accesible a los ciudadanos, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4874","10","Motivo de destinar solo a los municipios de menos de 20000 habitantes las instalaciones y material de playas adquiridos con fondos europeos react-ue, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-05-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
